"fan_id" "followed_id"
"6894160860" "7002062354"
"6894160860" "6690581817"
"6894160860" "6677211509"
"6894160860" "6535826355"
"6894160860" "6469379987"
"6894160860" "6439735830"
"6894160860" "6348932070"
"6894160860" "6058126059"
"6894160860" "5997871078"
"6894160860" "5894278836"
"6894160860" "5743923782"
"6894160860" "5626853522"
"6894160860" "5574161388"
"6894160860" "5345004270"
"6894160860" "5330043012"
"6894160860" "5238861961"
"6894160860" "5017736654"
"6894160860" "3895900595"
"6894160860" "3792974415"
"6894160860" "3655834083"
"6894160860" "3638458957"
"6894160860" "3618031617"
"6894160860" "3439841664"
"6894160860" "3229591683"
"6894160860" "3204085410"
"6894160860" "2880418774"
"6894160860" "2715025067"
"6894160860" "2628810161"
"6894160860" "2401415930"
"6894160860" "2316413237"
"6894160860" "2175424630"
"6894160860" "2167744771"
"6894160860" "2105779990"
"6894160860" "1999814045"
"6894160860" "1908814927"
"6894160860" "1849345202"
"6894160860" "1815385964"
"6894160860" "1797705185"
"6894160860" "1782457934"
"6894160860" "1730384481"
"6886927651" "6971413525"
"6886927651" "6913530146"
"6886927651" "6900638779"
"6886927651" "6897032314"
"6886927651" "6677211509"
"6886927651" "6457149094"
"6886927651" "6407894460"
"6886927651" "6336710565"
"6886927651" "6186977121"
"6886927651" "6124627606"
"6886927651" "6081887607"
"6886927651" "6017050272"
"6886927651" "5863261074"
"6886927651" "5743923782"
"6886927651" "5663055203"
"6886927651" "5581785513"
"6886927651" "5456865382"
"6886927651" "5257673988"
"6886927651" "5190325159"
"6886927651" "5136362277"
"6886927651" "5067607858"
"6886927651" "5014717564"
"6886927651" "3779962062"
"6886927651" "3233576247"
"6886927651" "3166262701"
"6886927651" "2715025067"
"6886927651" "2586387992"
"6886927651" "2519012542"
"6886927651" "2441431397"
"6886927651" "2259551784"
"6886927651" "2110705772"
"6886927651" "2029045054"
"6886927651" "1950640211"
"6886927651" "1940293491"
"6886927651" "1929976053"
"6886927651" "1882979872"
"6886927651" "1874039191"
"6886927651" "1862806704"
"6886927651" "1853850492"
"6886927651" "1849738483"
"6886927651" "1846616005"
"6886927651" "1822796164"
"6886927651" "1811363633"
"6886927651" "1808245722"
"6886927651" "1793285524"
"6886927651" "1791873284"
"6886927651" "1790628073"
"6886927651" "1766673785"
"6886927651" "1763910584"
"6886927651" "1744395855"
"6886927651" "1744195595"
"6886927651" "1742727537"
"6886927651" "1728334187"
"6886927651" "1712782607"
"6886927651" "1644441992"
"6886927651" "1638629382"
"6886927651" "1594925933"
"6886927651" "1436639654"
"6886927651" "1410162304"
"6886927651" "1395738842"
"6886927651" "1346038367"
"6886927651" "1344386244"
"6886927651" "1296234914"
"6886927651" "1293466124"
"6886927651" "1276314124"
"6886927651" "1273610165"
"6886927651" "1271965210"
"6886927651" "1257056383"
"6886927651" "1245243390"
"6886927651" "1195230310"
"6876864446" "6900638779"
"6876864446" "6886927651"
"6876864446" "6790255560"
"6876864446" "6786893304"
"6876864446" "6677211509"
"6876864446" "6124627606"
"6876864446" "6087354753"
"6876864446" "5878659096"
"6876864446" "5743923782"
"6876864446" "5581785513"
"6876864446" "5492443184"
"6876864446" "5331040243"
"6876864446" "5186027114"
"6876864446" "5136362277"
"6876864446" "5019577390"
"6876864446" "3960037780"
"6876864446" "3779962062"
"6876864446" "3623353053"
"6876864446" "3166262701"
"6876864446" "3159005875"
"6876864446" "2818724613"
"6876864446" "2812335943"
"6876864446" "2731728324"
"6876864446" "2715025067"
"6876864446" "2609400635"
"6876864446" "2604505991"
"6876864446" "2502471581"
"6876864446" "2344543981"
"6876864446" "2136881964"
"6876864446" "2029045054"
"6876864446" "2012050640"
"6876864446" "1950640211"
"6876864446" "1920379801"
"6876864446" "1894708010"
"6876864446" "1781387491"
"6876864446" "1773283005"
"6876864446" "1764033053"
"6876864446" "1763910584"
"6876864446" "1763420867"
"6876864446" "1746664450"
"6876864446" "1732927460"
"6876864446" "1692801804"
"6876864446" "1667607765"
"6876864446" "1638629382"
"6876864446" "1594052081"
"6876864446" "1507921471"
"6876864446" "1431308884"
"6876864446" "1413971423"
"6876864446" "1395738842"
"6876864446" "1294053670"
"6876864446" "1292815744"
"6876864446" "1227368500"
"6876864446" "1220926753"
"6876864446" "1220924217"
"6876864446" "1195242865"
"6876864446" "1195230310"
"6876864446" "1192329374"
"6791298205" "6938533585"
"6791298205" "6839426668"
"6791298205" "6790255560"
"6791298205" "6786893304"
"6791298205" "6760195218"
"6791298205" "6697031476"
"6791298205" "6677211509"
"6791298205" "6631331692"
"6791298205" "6620398560"
"6791298205" "6406589180"
"6791298205" "6124627606"
"6791298205" "6034382727"
"6791298205" "5997871078"
"6791298205" "5985666104"
"6791298205" "5955731454"
"6791298205" "5917111625"
"6791298205" "5878659096"
"6791298205" "5703652355"
"6791298205" "5651342518"
"6791298205" "5599239416"
"6791298205" "5578829101"
"6791298205" "5401463028"
"6791298205" "5394206608"
"6791298205" "5221439722"
"6791298205" "5143870621"
"6791298205" "5019577390"
"6791298205" "5014552800"
"6791298205" "3779962062"
"6791298205" "3705973967"
"6791298205" "3573255657"
"6791298205" "3268929681"
"6791298205" "2975979770"
"6791298205" "2850809427"
"6791298205" "2808295293"
"6791298205" "2759293411"
"6791298205" "2748697473"
"6791298205" "2737036005"
"6791298205" "2703198074"
"6791298205" "2656274875"
"6791298205" "2630570525"
"6791298205" "2502471581"
"6791298205" "2323760064"
"6791298205" "2311725843"
"6791298205" "2284381983"
"6791298205" "2231939020"
"6791298205" "2230891353"
"6791298205" "2169281790"
"6791298205" "2136881964"
"6791298205" "2029045054"
"6791298205" "2012050640"
"6791298205" "2005483677"
"6791298205" "1997534377"
"6791298205" "1988354725"
"6791298205" "1988180981"
"6791298205" "1977130015"
"6791298205" "1950640211"
"6791298205" "1933200677"
"6791298205" "1920379801"
"6791298205" "1909626501"
"6791298205" "1897340077"
"6791298205" "1878335471"
"6791298205" "1878007621"
"6791298205" "1873485624"
